country_code,location,name,coordinates
CA,ZFB,Old Fort Bay,5125N 05749W
CA,OPL,Old Perlican,4805N 05301W
CA,OCA,Oldcastle,4213N 08257W
CA,ODS,Olds,5149N 11420W
CA,OLE,O'Leary,4624N 06413W
CA,OVR,Oliver,4910N 11933W
CA,OMM,Omemee,4418N 07833W
CA,OPH,Ompah,4501N 07650W
CA,ONP,Onaping,4637N 08125W
CA,OLL,Onion Lake,5343N 11000W
CA,OWY,Onoway,5342N 11412W
CA,S8W,Onslow,4523N 06318W
CA,OGD,Orangedale,4554N 06106W
CA,ORA,Orangeville,
CA,ORF,Orford,4522N 07212W
CA,ORI,Orillia,
CA,OLS,Orleans,4527N 07532W
CA,ORM,Ormstown,
CA,OOO,Oro-Medonte,4434N 07935W
CA,ORO,Oromocto,4550N 06627W
CA,ORR,Orono,4358N 07837W
CA,ONT,Orton,
CA,OGO,Osgoode,4508N 07536W
CA,OSH,Oshawa,
CA,OSL,Osler,5237N 10654W
CA,OYS,Osoyoos,4902N 11928W
CA,OTT,Ottawa,
CA,YOW,Ottawa Apt,4519N 07539W
CA,OTB,Otterburne,4930N 09703W
CA,OTV,Otterville,4255N 08036W
CA,OOK,Outlook,5129N 10702W
CA,OTM,Outremont,4531N 07337W
CA,OWS,Owen Sound,
CA,OXB,Oxbow,4913N 10210W
CA,OXF,Oxford,4544N 06352W
CA,YOH,Oxford House,
CA,OYM,Oyama,5007N 11923W
CA,OYN,Oyen,5121N 11029W
CA,PWD,Paddockwood,5330N 10534W
CA,PCU,Pain Court,4223N 08217W
CA,PLY,Paisley,4418N 08117W
CA,PAK,Pakenham,4513N 07612W
CA,YIF,Pakuashipi,
CA,PLV,Palgrave,4357N 07950W
CA,PLM,Palmarolle,4840N 07912W
CA,PMR,Palmerston,4350N 08051W
CA,PGM,Pangman,4939N 10439W
CA,PNT,Pangnirtung,
CA,PRM,Panorama,5028N 11613W
CA,PPV,Papineauville,4537N 07501W
CA,PRI,Paradise,4733N 05253W
CA,YDE,Paradise River,5327N 05717W
CA,PAO,Paris,4312N 08023W
CA,PAV,Parisville,4631N 07204W
CA,PKH,Parkhill,4310N 08141W
CA,PKL,Parkland,5015N 11340W
CA,PAE,Parksville,4919N 12419W
CA,PAR,Parrsboro,
CA,PRS,Parry Sound,
CA,PXN,Parson,5104N 11638W
CA,PSD,Pasadena,4901N 05737W
CA,PAS,Paspebiac,
CA,PTB,Patricia Bay,
CA,YPC,Paulatuk,
CA,YPE,Peace River,
CA,PHN,Peachland,4946N 11945W
CA,YYZ,Pearson International Apt/Toronto,4342N 07938W
CA,YPO,Peawanuck,
CA,PEE,Peers,5340N 11559W
CA,GGY,Peggys Cove,4429N 06355W
CA,PLH,Pelham,4302N 07920W
CA,YUF,Pelly Bay,
CA,PBN,Pemberton,5019N 12249W
CA,PEM,Pembroke,
CA,PEH,Pender Harbour,
CA,PTH,Penetanguishene,4446N 07956W
CA,PNH,Penhold,5208N 11352W
CA,PFD,Pennfield,4507N 06641W
CA,PEN,Pennfield Ridge,4506N 06644W
CA,PNB,Penobsquis,4547N 06523W
CA,YYF,Penticton,4930N 11935W
CA,ERC,Perce,4832N 06413W
CA,PDU,Perdue,5203N 10732W
CA,PBK,Peribonka,4846N 07203W
CA,PER,Perth,4454N 07615W
CA,PAN,Perth-Andover,4644N 06741W
CA,YWA,Petawawa,
CA,PBH,Peterborough,4418N 07820W
CA,PBR,Petersburg,4324N 08036W
CA,PFI,Petersfield,5018N 09658W
CA,PRO,Petit Rocher,4747N 06543W
CA,PCD,Petitcodiac,4555N 06510W
CA,PGR,Petit-de-Grat,4530N 06058W
CA,PRF,Petite-Riviere-Saint-Francois,4718N 07035W
CA,PET,Petrolia,4253N 08209W
CA,PHB,Petty Harbour,4727N 05243W
CA,PHL,Philipsburg,4502N 07304W
CA,PVI,Pickardville,5403N 11353W
CA,PCK,Pickering,
CA,YPL,Pickle Lake,
CA,PIC,Picton,
CA,PTO,Pictou,
CA,PCB,Picture Butte,4952N 11247W
CA,PIE,Pierrefonds,4529N 07352W
CA,PRV,Pierreville,4604N 07248W
CA,PSO,Pierson,4911N 10116W
CA,YPM,Pikangikum,
CA,PIW,Pikwitonei,
CA,PBE,Pilot Butte,5028N 10425W
CA,WPC,Pincher Creek,
CA,PIO,Pincourt,4522N 07359W
CA,PIF,Pine Falls,5033N 09613W
CA,ZPO,Pine House,
CA,YPP,Pine Point,
CA,PIR,Pine River,5146N 10032W
CA,PNY,Piney,4904N 09558W
CA,PIN,Pintendre,4645N 07107W
CA,PPO,Pipestone,4933N 10057W
CA,PIM,Pitt Meadows,4914N 12242W
CA,PLS,Plaisance,4537N 07507W
CA,PMD,Plamondon,5451N 11221W
CA,PLN,Plantagenet,4532N 07500W
CA,PLR,Plaster Rock,4654N 06723W
CA,PLA,Plattsville,
CA,PSV,Pleasantville,4420N 06426W
CA,PLE,Plessisville,4613N 07147W
CA,PLC,Plum Coulee,4911N 09746W
CA,PMS,Plumas,5023N 09905W
CA,PHM,Pohenegamook,4729N 06917W
CA,PED,Point Edward,4610N 06016W
CA,PEW,Point Edward,4300N 08224W
CA,DLM,Point Pelee,4158N 08232W
CA,PTU,Point Tupper,4536N 06122W
CA,PPC,Pointe au Pic,
CA,PNO,Pointe Noire,5009N 06629W
CA,PTG,Pointe-a-la-Garde,4805N 06633W
CA,POP,Pointe-au-Pic,
CA,PAQ,Pointe-aux-Basques,
CA,AUX,Pointe-aux-Outardes,4903N 06826W
CA,PXT,Pointe-aux-Trembles,4539N 07329W
CA,PNC,Pointe-Calumet,4530N 07358W
CA,POI,Pointe-Claire,4526N 07344W
CA,PFT,Pointe-Fortune,4534N 07422W
CA,PSA,Pointe-Sapin,4658N 06449W
CA,ESX,Point-Escuminac,
CA,PDI,Pond Inlet,
CA,PKA,Ponoka,5241N 11334W
CA,PTQ,Pont-Rouge,4645N 07142W
CA,PTY,Pontypool,4406N 07838W
CA,POH,Poplar Hill,5206N 09418W
CA,PCP,Porcupine,4830N 08111W
CA,PPL,Porcupine Plain,5236N 10315W
CA,PAB,Port Alberni,
CA,PAC,Port Alice,
CA,POA,Port Arthur,
CA,PAP,Port au Port,4833N 05843W
CA,PBI,Port Bickerton,4506N 06143W
CA,BUZ,Port Burwell,4239N 08049W
CA,CR9,Port Carling,4507N 07934W
CA,PCS,Port Clements,5341N 13210W
CA,PCO,Port Colborne,
CA,PTC,Port Coquitlam,
CA,PCR,Port Credit,
CA,PDV,Port Dover,
CA,PTE,Port Edward,
CA,GIN,Port Elgin,4426N 08123W
CA,PEL,Port Elgin,4602N 06405W
CA,PGA,Port George,4500N 06510W
CA,PHY,Port Hardy,
CA,PHA,Port Hastings,4539N 06124W
CA,PHW,Port Hawkesbury,
CA,OPE,Port Hope,
CA,NSL,Port La Tour,4329N 06528W
CA,PTM,Port Maitland,
CA,PNA,Port Mann,4913N 12249W
CA,PMA,Port McNeill,5035N 12706W
CA,PMW,Port Medway,
CA,PML,Port Mellon,
CA,PMO,Port Moody/Vancouver,
CA,PMN,Port Mouton,4356N 06451W
CA,PNE,Port Nelson,
CA,PNN,Port Nelson,4905N 05337W
CA,PRP,Port Perry,
CA,PRB,Port Robinson,4301N 07913W
CA,PSX,Port Saxon,4335N 06526W
CA,PSI,Port Simpson,
CA,PST,Port Stanley,
CA,PWE,Port Weller,4313N 07913W
CA,PWI,Port Williams,4505N 06424W
CA,POR,Portage,
CA,PLP,Portage La Prairie,4958N 09817W
CA,PGF,Portage-Du-Fort,4535N 07639W
CA,PAF,Port-Alfred,4820N 07053W
CA,PCA,Port-Cartier,5001N 06652W
CA,PDL,Port-Daniel,4811N 06459W
CA,GPD,Port-Daniel - Gascons,4810N 06455W
CA,PTL,Portland,7641N 04426W
CA,PME,Port-Menier,4949N 06421W
CA,PTN,Portneuf,
CA,PMG,Poste Montagnais,5153N 06542W
CA,POU,Pouce Coupe,
CA,POE,Poularies,4840N 07859W
CA,PWS,Powassan,4604N 07921W
CA,WPL,Powell Lake,
CA,POW,Powell River,
CA,PPR,Preeceville,5157N 10240W
CA,CQ5,Preissac,4824N 07822W
CA,PRE,Prescott,
CA,VOS,Prevost,4552N 07405W
CA,PRD,Priddis,5053N 11420W
CA,PRA,Prince Albert,5311N 10545W
CA,CRL,Prince Edward Island,4614N 06340W
CA,PRG,Prince George,
CA,PRR,Prince Rupert,
CA,PRW,Prince William,4555N 06703W
CA,PCT,Princeton,4927N 12030W
CA,PRT,Princeton,4310N 08032W
CA,PCE,Princeville,4610N 07153W
CA,PCH,Pritchard,5041N 11949W
CA,PPT,Prospect,4428N 06347W
CA,PVT,Provost,5221N 11016W
CA,PUB,Pubnico,4342N 06547W
CA,PUG,Pugwash,
CA,PSG,Purple Springs,4949N 11154W
CA,PUH,Puslinch,4326N 08005W
CA,PUT,Putnam,4300N 08057W
CA,QUB,Qualicum Beach,4921N 12426W
CA,QUA,Qu'Appelle,5031N 10352W
CA,YQC,Quaqtaq,6102N 06937W
CA,QTS,Quatsino,
CA,QUE,Quebec,
CA,YQB,Quebec Apt,
CA,QCH,Queen Charlotte,5315N 13204W
CA,QNS,Queenston,4316N 07905W
CA,QSN,Quesnel,5258N 12229W
CA,QPS,Quispamsis,4543N 06594W
CA,QUL,Quliqura,
CA,QUY,Quyon,4531N 07614W
CA,RAD,Radisson,5347N 07737W
CA,RDO,Radisson,5228N 10724W
CA,RHP,Radium Hot Springs,5037N 11604W
CA,RDV,Radville,4928N 10417W
CA,RAE,Rae,6250N 11603W
CA,RBL,Rainbow Lake,5830N 11922W
CA,RNR,Rainier,5022N 11205W
CA,RRV,Rainy River,4843N 09434W
CA,RAJ,Ralston,5015N 11110W
CA,RMA,Rama,5145N 10300W
CA,RAM,Ramea,4731N 05725W
CA,RIT,Rankin Inlet,6249N 09204W
CA,RPC,Rapid City,5007N 10002W
CA,RWN,Rawdon,4602N 07342W
CA,RYD,Raymond,4928N 11240W
CA,YQF,Red Deer,5216N 11348W
CA,RLA,Red Lake,5104N 09348W
CA,RRC,Red Rock,4857N 08817W
CA,RCF,Redcliff,5005N 11047W
CA,RED,Redstone,5208N 12342W
CA,RVS,Redvers,4934N 10142W
CA,RWA,Redwater,5357N 11307W
CA,RWM,Redwood Meadow,5059N 11429W
CA,RDM,Redwood Meadows,5059N 11430W
CA,REG,Regina,
CA,YQR,Regina Apt,
CA,REV,Reidville,4913N 05723W
CA,REI,Reinfeld,4910N 09753W
CA,RNF,Renfrew,4528N 07641W
CA,REP,Repentigny,
CA,REB,Resolute Bay,
CA,RST,Restoule,
CA,YRV,Revelstoke,
CA,REX,Rexdale/Toronto,
CA,RXN,Rexton,4637N 06451W
CA,RCT,Riceton,5006N 10419W
CA,RRO,Richardson,5023N 10427W
CA,RIC,Richelieu,
CA,RBT,Richibucto,4641N 06452W
CA,RBC,Richmond,
CA,RCH,Richmond,4539N 07208W
CA,RMD,Richmond,4511N 07550W
CA,RHI,Richmond Hill,
CA,REF,Rideau Ferry,4450N 07608W
CA,RTW,Ridgetown,
CA,RGI,Ridgeville,4302N 07918W
CA,RVL,Ridgeville,4904N 09701W
CA,ONR,Ridgeway,4254N 07855W
CA,RGD,Rigaud,4528N 07418W
CA,YRG,Rigolet,5410N 05826W
CA,RIY,Rimbey,5238N 11414W
CA,RIM,Rimouski,
CA,RTY,Ripley,4404N 08135W
CA,RPN,Ripon,4547N 07606W
CA,R8N,River John,4544N 06303W
CA,RIV,Riverport,4418N 06420W
CA,YYI,Rivers,
CA,YRN,Rivers Inlet,
CA,RVO,Riverton,5059N 09700W
CA,RRG,Riviere Rouge,4625N 07452W
CA,YTN,Riviere-au-Tonnerre,5016N 06446W
CA,RBD,Riviere-Beaudette,4514N 07420W
CA,RDL,Riviere-du-Loup,4750N 06932W
CA,RHA,Riviere-Heva,4814N 07813W
CA,RRM,Riviere-Matawin,4654N 07255W
CA,6QC,Riviere-Ouelle,4726N 07001W
CA,RII,Riviere-Verte,4719N 06809W
CA,ROA,Roaches Line,
CA,RTB,Robert's Bank,4904N 12310W
CA,RSN,Robertson,
CA,RSV,Robertsonville,4608N 07113W
CA,YRJ,Roberval,
CA,RBN,Robinsons,4815N 05847W
CA,RBI,Roblin,4423N 07701W
CA,ROB,Roblin,5113N 10121W
CA,RVI,Rocanville,5023N 10142W
CA,RHS,Rochester,5422N 11328W
CA,RKC,Rock Creek,4904N 11859W
CA,ROF,Rock Forest,4520N 07159W
CA,ROK,Rockland,4532N 07517W
CA,GNN,Rockport,4433N 07616W
CA,RQQ,Rockton,
CA,RCD,Rockwood,4337N 08008W
CA,YRM,Rocky Mountain House,
CA,ABR,Rocky View County,5111N 11356W
CA,ROC,Rockyford,5114N 11308W
CA,ROD,Roddickton,5051N 05607W
CA,RDN,Rodney,
CA,RGV,Rogersville,4643N 06525W
CA,RLH,Rolling Hills,5013N 11146W
CA,RYV,Rolly View,5315N 11319W
CA,ROO,Roosville,4900N 11503W
CA,RSO,Rosedale,4911N 12148W
CA,ROS,Rosemere,4537N 07349W
CA,RSE,Rosemont,5104N 11405W
CA,AQW,Roseneath,4613N 06237W
CA,RNO,Rosenort,4927N 09726W
CA,RSW,Rosetown,5133N 10759W
CA,RSR,Rosser,4959N 09727W
CA,OSS,Rosslyn,4823N 08931W
CA,RPO,Rossport,4850N 08731W
CA,2KS,Rosthern,5239N 10620W
CA,RSZ,Rothesay,4523N 06600W
CA,ROU,Rougemont,
CA,RSA,Rouleau,5011N 10454W
CA,RDH,Round Hill,5310N 11238W
CA,ZRJ,Round Lake,
CA,YUY,Rouyn-Noranda,4814N 07901W
CA,RWT,Rowatt,5020N 10437W
CA,ROX,Roxboro,4530N 07348W
CA,RXF,Roxton Falls,4537N 07230W
CA,RXP,Roxton Pond,4529N 07240W
CA,RUI,Rupert Inlet,
CA,RHL,Rush Lake,5024N 10724W
CA,RUS,Ruskin,
CA,RLL,Russell,5047N 10117W
CA,RUV,Ruthven,
CA,RLY,Ryley,5317N 11225W
CA,SNH,Saanich,4829N 12323W
CA,SNC,Saanichton,4835N 12325W
CA,SXO,Saanichton Bay,4832N 12323W
CA,YSA,Sable Island,
CA,SRI,Sable River,4350N 06503W
CA,ZPB,Sachigo Lake,
CA,YSY,Sachs Harbour,
CA,SAC,Sackville,4553N 06417W
CA,XKV,Sackville,4446N 06342W
CA,Q4C,Sacre-Coeur-Saguenay,4814N 06949W
CA,YSV,Saglek,5828N 06238W
CA,SAG,Saguenay,4825N 07104W
CA,S8A,Saint Albert,5338N 11338W
CA,SC4,Saint Catherines,4311N 07914W
CA,F5R,Saint Clements,4333N 08043W
CA,FDM,Saint Francois de Madawaska,4714N 06842W
CA,SF6,Saint Frederic,4618N 07058W
CA,SHQ,Saint Hilarion,4734N 07024W
CA,SJM,Saint Jerome,4547N 07400W
CA,SGR,Saint Liguori,4601N 07334W
CA,SA9,Saint Paulin,4625N 07302W
CA,S5S,Saint Peters,4625N 06234W
CA,TPR,Saint Telesphore,4517N 07423W
CA,S7T,Saint Thomas,4247N 08111W
CA,WON,Saint Williams,4240N 08025W
CA,ADI,Saint-Adrien,4549N 07143W
CA,APT,Saint-Agapit,4633N 07126W
CA,SAI,Saint-Aime,4555N 07256W
CA,SAQ,Saint-Aime-des-Lacs,4741N 07018W
CA,SB5,Saint-Alban,4643N 07205W
CA,SBT,Saint-Albert,5337N 11337W
CA,SLR,Saint-Albert,4600N 07205W
CA,AXM,Saint-Alexis-de-Montcalm,4556N 07338W
CA,APH,Saint-Alphonse,4518N 07247W
CA,MBA,Saint-Amable,4539N 07318W
CA,AMB,Saint-Ambroise,4833N 07119W
CA,AQC,Saint-Ambroise-De-Kildare,4605N 07333W
CA,ANA,Saint-Anaclet,4829N 06826W
CA,SRK,Saint-Andre,4706N 06745W
CA,SAA,Saint-Andre-Avellin,4543N 07502W
CA,SNG,Saint-Andre-d'Argenteuil,4534N 07420W
CA,SKA,Saint-Andre-de-Kamouraska,4740N 06944W
CA,SAE,Saint-Andre-Est,4533N 07419W
CA,SAD,Saint-Andrews,
CA,AIT,Saint-Anicet,4507N 07422W
CA,SKE,Saint-Anne-de-Kent,
CA,SIE,Saint-Anselme,4637N 07058W
CA,SAT,Saint-Anthony,5123N 05536W
CA,STL,Saint-Antoine-des-Laurentides,4545N 07358W
CA,SAO,Saint-Antoine-de-Tilly,4639N 07134W
CA,SRU,Saint-Antoine-sur-Richelieu,4547N 07311W
CA,SAP,Saint-Apollinaire,
CA,STD,Saint-Armand,4501N 07302W
CA,AES,Saint-Arsene,4755N 06926W
CA,SAU,Saint-Augustin,5114N 05839W
CA,SAN,Saint-Augustin-de-Desmaures,4645N 07128W
CA,ADM,Saint-Augustin-Deux-Montagnes,4537N 07359W
CA,AWB,Saint-Augustin-de-Woburn,4523N 07051W
CA,BBS,Saint-Barnabe-Sud,4544N 07255W
CA,SBM,Saint-Barthelemy,4611N 07308W
CA,SBA,Saint-Basile,4645N 07149W
CA,GBA,Saint-Basile-le-Grand,4532N 07317W
CA,SBL,Saint-Benoit-Labre,4604N 07048W
CA,SBD,Saint-Bernard,
CA,BDL,Saint-Bernard-de-Lacolle,4505N 07325W
CA,QCS,Saint-Bernard-de-Michaudville,
CA,TIA,Saint-Bonaventure,4558N 07241W
CA,BFW,Saint-Boniface,4951N 09705W
CA,SNF,Saint-Boniface,4630N 07249W
CA,BIX,Saint-Brieux,5238N 10454W
CA,TIO,Saint-Bruno,4828N 07139W
CA,SIB,Saint-Bruno-de-Guigues,4728N 07926W
CA,SBO,Saint-Bruno-de-Montarville,
CA,BLJ,Saint-Bruno-du-Lac-Saint-Jean,4828N 07139W
CA,BOJ,Saint-Bruno-Lac-Saint-Jean,4828N 07140W
CA,CAX,Saint-Calixte,4557N 07351W
CA,SBC,Saint-Camille-de-Bellechasse,4600N 07012W
CA,SC3,Saint-Casimir,4640N 07208W
CA,SCA,Saint-Catharines,4310N 07914W
CA,CTN,Saint-Celestin,4612N 07225W
CA,SCS,Saint-Cesaire,4525N 07300W
CA,NSC,Saint-Charles,4621N 08025W
CA,SNT,Saint-Charles-Borromee,4603N 07328W
CA,SDC,Saint-Charles-de-Bellechasse,4646N 07057W
CA,ZCR,Saint-Charles-sur-Richelieu,4541N 07311W
CA,SCP,Saint-Christophe-d'Arthabaska,4602N 07155W
CA,SCH,Saint-Chrysostome,4506N 07345W
CA,SCU,Saint-Claude,4939N 09820W
CA,SIN,Saint-Clement,4755N 06906W
CA,SLN,Saint-Clements,4331N 08039W
CA,SOP,Saint-Cleophas,4829N 06745W
CA,SXC,Saint-Clet,4522N 07421W
CA,SC2,Saint-Clothilde,4828N 07335W
CA,COS,Saint-Colomban,4544N 07408W
CA,SCM,Saint-Come,
CA,SCI,Saint-Come-Liniere,4604N 07031W
CA,STX,Saint-Constant,4521N 07334W
CA,CBT,Saint-Cuthbert,4608N 07313W
CA,CYR,Saint-Cyrille,4556N 07226W
CA,CYW,Saint-Cyrille-de-Wendover,4556N 07226W
CA,SDA,Saint-Damase,
CA,SDN,Saint-Damien-de-Brandon,4620N 07329W
CA,SDB,Saint-Damien-de-Buckland,4637N 07039W
CA,DF8,Saint-David-de-Falardeau,4837N 07107W
CA,DDS,Saint-Davids,
CA,DDB,Saint-Denis-de-Brompton,4527N 07205W
CA,DNR,Saint-Denis-sur-Richelieu,4517N 07309W
CA,SDQ,Saint-Dominique,4519N 07409W
CA,SDE,Sainte-Adele,4557N 07408W
CA,SAH,Sainte-Agathe,4936N 09709W
CA,SAM,Sainte-Agathe-des-Monts,4602N 07417W
CA,AMR,Sainte-Angele-de-Merici,4831N 06804W
CA,SM8,Sainte-Anne,4940N 09640W
CA,STA,Sainte-Anne,4738N 06543W
CA,SAB,Sainte-Anne-de-Bellevue,4524N 07357W
CA,ADL,Sainte-Anne-de-la-Perade,4635N 07212W
CA,ADR,Sainte-Anne-de-la-Rochelle,4517N 07221W
CA,SAS,Sainte-Anne-des-Chenes,4940N 09639W
CA,SDM,Sainte-Anne-des-Monts,4907N 06629W
CA,ADP,Sainte-Anne-des-Plaines,4546N 07349W
CA,S8B,Sainte-Barbe,4510N 07412W
CA,SBX,Sainte-Beatrix,4611N 07337W
CA,SVG,Sainte-Brigide-d'Iberville,4519N 07304W
CA,SBS,Sainte-Brigitte-des-Saults,4601N 07228W
CA,SCT,Sainte-Catherine,4524N 07335W
CA,CJC,Sainte-Catherine-de-la-Jacques-Cartier,4651N 07137W
CA,CCM,Sainte-Cecile-De-Milton,4529N 07245W
CA,SCL,Sainte-Claire,4636N 07051W
CA,SCO,Sainte-Clothilde,
CA,SCD,Sainte-Clotilde-de-Beauce,4607N 07101W
CA,CCG,Sainte-Clotilde-de-Chateauguay,4509N 07341W
CA,SCX,Sainte-Croix,4637N 07143W
CA,SQG,Saint-Edmond-de-Grantham,4553N 07240W
CA,SMP,Saint-Edmond-les-Plaines,4854N 07233W
CA,DEF,Saint-Edouard-de-Fabre,4712N 07922W
CA,SEO,Saint-Edouard-de-Lotbiniere,4634N 07150W
CA,EDW,Sainte-Edwidge-de-Clifton,4512N 07140W
CA,SET,Sainte-Elisabeth,4605N 07321W
CA,SEG,Sainte-Emelie-de-l'Energie,4619N 07338W
CA,SNL,Sainte-Eulalie,4606N 07215W
CA,SFI,Sainte-Famille,4658N 07058W
CA,SFF,Sainte-Florence,4815N 06715W
CA,SFO,Sainte-Foy,4647N 07118W
CA,TEE,Sainte-Genevieve,4529N 07351W
CA,HNB,Sainte-Helene-de-Bagot,4544N 07244W
CA,HNN,Sainte-Henedine,4634N 07059W
CA,STJ,Sainte-Julie,4535N 07319W
CA,SJU,Sainte-Julienne,4558N 07343W
CA,SNJ,Sainte-Justine,4624N 07021W
CA,SJN,Sainte-Justine-de-Newton,4522N 07422W
CA,ELC,Saint-Elie-de-Caxton,4629N 07258W
CA,SOI,Saint-Eloi,4802N 06913W
CA,SEZ,Saint-Elzear/La-Nouvelle-Beau,4624N 07104W
CA,SMA,Sainte-Madeleine,4536N 07306W
CA,MGT,Sainte-Marguerite,
CA,SMB,Sainte-Marie,4627N 07102W
CA,SML,Sainte-Marthe-sur-le-Lac,4531N 07355W
CA,STM,Sainte-Martine,4514N 07348W
CA,MEA,Sainte-Melanie,4608N 07331W
CA,MOC,Sainte-Monique,4611N 07230W
CA,SEP,Saint-Ephrem-de-Beauce,4604N 07057W
CA,SRE,Sainte-Rosalie,4539N 07254W
CA,RRQ,Sainte-Rose,4536N 07347W
CA,SIS,Sainte-Sabine,4629N 07021W
CA,SSH,Sainte-Sophie,4549N 07354W
CA,SPT,Saint-Esprit,4554N 07340W
CA,STE,Sainte-Therese,4538N 07351W
CA,SGP,Sainte-Therese-de-Gaspe,4825N 06425W
CA,YST,Sainte-Therese-Point,
CA,QSS,Saint-Etienne-des-Gres,4623N 07245W
CA,SUG,Saint-Eugene,4530N 07428W
CA,EDD,Saint-Eugene-de-Grantham,4548N 07242W
CA,EUS,Saint-Eusebe,4732N 06855W
CA,EMT,Saint-Eustache,4956N 09746W
CA,SEU,Saint-Eustache,4534N 07354W
CA,SEF,Saint-Evariste-de-Forsyth,4557N 07101W
CA,SVE,Sainte-Veronique,
CA,SVD,Sainte-Victoire-de-Sorel,4600N 07310W
CA,FLC,Saint-Faustin,4607N 07429W
CA,SFE,Saint-Felicien,4839N 07227W
CA,ST3,Saint-Felix-de-Kingsey,4548N 07211W
CA,SFX,Saint-Felix-de-Valois,4610N 07324W
CA,SFN,Saint-Ferreol-les-Neiges,4707N 07051W
CA,QSF,Saint-Francois,4511N 07415W
CA,FRS,Saint-Francois-de-la-Riviere-du-Sud,4650N 07043W
CA,SFR,Saint-Francois-du-Lac,4604N 07250W
CA,SFY,Saint-Francois-Montmagny,4653N 07042W
CA,FCX,Saint-Francois-Xavier,4954N 09732W
CA,FXB,Saint-Francois-Xavier-de-Brompton,4532N 07202W
CA,SFD,Saint-Frederic,4650N 07115W
CA,SGA,Saint-Gabriel,4616N 07323W
CA,SGD,Saint-Gabriel-de-Brandon,4616N 07323W
CA,W4C,Saint-Gedeon,4829N 07147W
CA,SGE,Saint-George,4507N 06650W
CA,STG,Saint-George,
CA,SGG,Saint-Georges,4637N 07240W
CA,SGB,Saint-Georges/Beauce-Sartigan,4607N 07040W
CA,SGN,Saint-Germain-de-Grantham,4550N 07234W
CA,SGK,Saint-Germain-de-Kamouraska,4736N 06948W
CA,GER,Saint-German,
CA,SGQ,Saint-Gervais,4643N 07053W
CA,SGI,Saint-Gilles,4631N 07122W
CA,SGO,Saint-Gregor,5211N 10449W
CA,GUU,Saint-Guillaume,4553N 07246W
CA,SHN,Saint-Henri,4641N 07104W
CA,SHG,Saint-Hermenegilde,4506N 07140W
CA,SHI,Saint-Hilaire,4534N 07312W
CA,SHO,Saint-Hippolyte,4556N 07401W
CA,SHC,Saint-Honore-de-Chicoutimi,4832N 07105W
CA,SHS,Saint-Honore-de-Shenley,4558N 07050W
CA,SHU,Saint-Hubert,4530N 07324W
CA,HUG,Saint-Hugues,4548N 07252W
CA,SHY,Saint-Hyacinthe,4538N 07256W
CA,IGN,Saint-Ignace-de-Stanbridge,4510N 07257W
CA,SID,Saint-Isidore,
CA,XZC,Saint-Isidore d'Auckland,4516N 07131W
CA,SJS,Saint-Jacobs,4332N 08033W
CA,SCQ,Saint-Jacques,4556N 07334W
CA,SJJ,Saint-Jacques,4725N 06824W
CA,SJQ,Saint-Jacques-le-Mineur,4517N 07325W
CA,SJV,Saint-Janvier,4542N 07355W
CA,YJN,Saint-Jean,4519N 07315W
CA,BAZ,Saint-Jean-Baptiste,4531N 07307W
CA,SAJ,Saint-Jean-Baptiste,4916N 09720W
CA,SJC,Saint-Jean-Chrysostome,4643N 07111W
CA,JDD,Saint-Jean-De-Dieu,4801N 06903W
CA,SDO,Saint-Jean-de-l'Ile-d'Orleans,4655N 07054W
CA,SJD,Saint-Jeanile-d'Orleans,4656N 07052W
CA,JPJ,Saint-Jean-Port-Joli,4712N 07016W
CA,SJR,Saint-Jean-sur-Richelieu,4519N 07316W
CA,SJE,Saint-Jerome,4546N 07400W
CA,JCV,Saint-Joachim-de-Courval,4553N 07229W
CA,JMY,Saint-Joachim-de-Montmorency,4703N 07050W
CA,SMO,Saint-Joachim-de-Shefford,4527N 07231W
CA,SJB,Saint-John,4516N 06604W
CA,YSJ,Saint-John Apt,4515N 06602W
CA,SJF,Saint-John's,4734N 05244W
CA,YYT,Saint-Johns-Apt,4737N 05245W
CA,JPH,Saint-Joseph,4908N 09723W
CA,XJH,Saint-Joseph-de-Beauce,4618N 07052W
CA,SJP,Saint-Joseph-de-Coleraine,4558N 07122W
CA,JDS,Saint-Joseph-de-Sorel,4601N 07308W
CA,SJL,Saint-Joseph-du-Lac,4531N 07359W
CA,SJH,Saint-Joseph's,4707N 05331W
CA,JVT,Saint-Jovite,4607N 07435W
CA,XTJ,Saint-Jules,
CA,SJT,Saint-Justin,4614N 07306W
CA,SLT,Saint-Lambert,4529N 07330W
CA,LTL,Saint-Lambert-de-Lauzon,4635N 07112W
CA,LRN,Saint-Laurent,5024N 09757W
CA,SLA,Saint-Laurent,4531N 07340W
CA,SLO,Saint-Laurent-de-l'Ile-d'Orleans,4652N 07101W
CA,SLW,Saint-Lawrence,4654N 05524W
CA,LZB,Saint-Lazare-de-Bellechasse,4639N 07048W
CA,ZLB,Saint-Lazare-de-Bellechasse,4639N 07048W
CA,SLZ,Saint-Lazare-de-Vaudreuil,4524N 07408W
CA,SLE,Saint-Leonard,
CA,YSL,Saint-Leonard,
CA,ERO,Saint-Leonard-d'Aston,4606N 07222W
CA,SLI,Saint-Liboire,4539N 07246W
CA,SLS,Saint-Louis de Kent,4644N 06458W
CA,QEB,Saint-Louis-de-Blandford,4615N 07200W
